"Symbol","Description","Date","Time","Open","High","Low","Close","TotalVolume"
ABBV,NYSE,02.01.2020,10:24:00,88.769,88.770,88.720,88.760,3052
ABBV,NYSE,02.01.2020,10:25:00,88.740,88.810,88.730,88.810,3178
ABBV,NYSE,02.01.2020,10:26:00,88.820,88.860,88.780,88.840,9404
ABBV,NYSE,02.01.2020,10:27:00,88.840,88.890,88.810,88.870,21145
ABBV,NYSE,02.01.2020,10:28:00,88.860,88.950,88.840,88.930,18251
ABBV,NYSE,02.01.2020,10:29:00,88.940,88.965,88.910,88.930,14804
ABBV,NYSE,02.01.2020,10:30:00,88.940,89.030,88.940,89.030,20954
ABBV,NYSE,02.01.2020,10:31:00,89.022,89.030,88.957,89.000,22515
ABBV,NYSE,02.01.2020,10:32:00,89.000,89.090,89.000,89.040,24899
ABBV,NYSE,02.01.2020,10:33:00,89.020,89.050,89.010,89.020,14823
ABBV,NYSE,02.01.2020,10:34:00,89.020,89.110,89.010,89.090,6719
ABBV,NYSE,02.01.2020,10:35:00,89.095,89.130,89.090,89.130,3722
ABBV,NYSE,02.01.2020,10:36:00,89.130,89.140,89.035,89.035,5764
ABBV,NYSE,02.01.2020,10:37:00,89.035,89.070,88.960,89.035,12485
ABBV,NYSE,02.01.2020,10:38:00,89.020,89.050,89.000,89.020,5207
ABBV,NYSE,02.01.2020,10:39:00,89.020,89.030,88.990,89.010,9762
ABBV,NYSE,02.01.2020,10:40:00,89.020,89.030,89.000,89.010,7428
ABBV,NYSE,02.01.2020,10:41:00,89.000,89.005,88.920,88.930,16580
ABBV,NYSE,02.01.2020,10:42:00,88.938,89.050,88.938,89.035,9362
ABBV,NYSE,02.01.2020,10:43:00,89.040,89.040,88.940,89.025,9580
ABBV,NYSE,02.01.2020,10:44:00,89.020,89.050,89.020,89.030,2208
ABBV,NYSE,02.01.2020,10:45:00,89.032,89.040,89.020,89.020,4981
ABBV,NYSE,02.01.2020,10:46:00,89.020,89.050,89.010,89.010,3536
ABBV,NYSE,02.01.2020,10:47:00,89.020,89.050,89.020,89.035,5717
ABBV,NYSE,02.01.2020,10:48:00,89.030,89.060,89.030,89.040,6419
ABBV,NYSE,02.01.2020,10:49:00,89.035,89.040,89.014,89.030,6775
ABBV,NYSE,02.01.2020,10:50:00,89.040,89.080,89.040,89.069,5107
ABBV,NYSE,02.01.2020,10:51:00,89.080,89.120,89.050,89.120,6949
ABBV,NYSE,02.01.2020,10:52:00,89.110,89.120,89.060,89.060,20268
ABBV,NYSE,02.01.2020,10:53:00,89.050,89.075,88.965,89.020,18880
ABBV,NYSE,02.01.2020,10:54:00,89.025,89.060,89.020,89.040,4629
ABBV,NYSE,02.01.2020,10:55:00,89.035,89.050,89.020,89.040,8175
ABBV,NYSE,02.01.2020,10:56:00,89.050,89.120,89.050,89.100,5095
ABBV,NYSE,02.01.2020,10:57:00,89.100,89.120,89.070,89.108,9604
ABBV,NYSE,02.01.2020,10:58:00,89.109,89.175,89.105,89.170,12984
ABBV,NYSE,02.01.2020,10:59:00,89.180,89.260,89.180,89.250,14276
ABBV,NYSE,02.01.2020,11:00:00,89.260,89.300,89.257,89.269,7465
ABBV,NYSE,02.01.2020,11:01:00,89.264,89.296,89.264,89.285,5600
ABBV,NYSE,02.01.2020,11:02:00,89.282,89.330,89.282,89.324,11493
ABBV,NYSE,02.01.2020,11:03:00,89.325,89.350,89.300,89.330,15250
ABBV,NYSE,02.01.2020,11:04:00,89.300,89.310,89.285,89.300,16667
ABBV,NYSE,02.01.2020,11:05:00,89.310,89.350,89.260,89.325,15572
ABBV,NYSE,02.01.2020,11:06:00,89.325,89.360,89.269,89.280,14975
ABBV,NYSE,02.01.2020,11:07:00,89.290,89.370,89.280,89.360,6938
ABBV,NYSE,02.01.2020,11:08:00,89.380,89.380,89.359,89.360,5334
ABBV,NYSE,02.01.2020,11:09:00,89.364,89.440,89.360,89.412,30121
ABBV,NYSE,02.01.2020,11:10:00,89.410,89.450,89.400,89.430,5029
ABBV,NYSE,02.01.2020,11:11:00,89.430,89.450,89.415,89.440,9426
ABBV,NYSE,02.01.2020,11:12:00,89.440,89.480,89.435,89.480,2255
ABBV,NYSE,02.01.2020,11:13:00,89.485,89.490,89.460,89.465,4475
ABBV,NYSE,02.01.2020,11:14:00,89.465,89.480,89.450,89.475,10505
ABBV,NYSE,02.01.2020,11:15:00,89.480,89.500,89.430,89.470,11320
ABBV,NYSE,02.01.2020,11:16:00,89.450,89.490,89.450,89.460,7212
ABBV,NYSE,02.01.2020,11:17:00,89.460,89.480,89.430,89.470,8631
ABBV,NYSE,02.01.2020,11:18:00,89.480,89.485,89.420,89.420,10731
ABBV,NYSE,02.01.2020,11:19:00,89.415,89.420,89.380,89.419,7921
ABBV,NYSE,02.01.2020,11:20:00,89.420,89.466,89.400,89.466,4465
ABBV,NYSE,02.01.2020,11:21:00,89.464,89.465,89.430,89.436,6169
ABBV,NYSE,02.01.2020,11:22:00,89.440,89.460,89.440,89.445,4140
ABBV,NYSE,02.01.2020,11:23:00,89.455,89.460,89.445,89.460,6782
ABBV,NYSE,02.01.2020,11:24:00,89.460,89.495,89.454,89.470,12178
ABBV,NYSE,02.01.2020,11:25:00,89.470,89.480,89.450,89.470,13366
ABBV,NYSE,02.01.2020,11:26:00,89.468,89.470,89.430,89.440,4957
ABBV,NYSE,02.01.2020,11:27:00,89.450,89.450,89.405,89.405,6995
ABBV,NYSE,02.01.2020,11:28:00,89.410,89.460,89.410,89.450,3157
ABBV,NYSE,02.01.2020,11:29:00,89.444,89.459,89.420,89.440,4052
ABBV,NYSE,02.01.2020,11:30:00,89.420,89.450,89.420,89.440,4615
ABBV,NYSE,02.01.2020,11:31:00,89.430,89.460,89.420,89.420,11612
ABBV,NYSE,02.01.2020,11:32:00,89.410,89.410,89.290,89.300,8054
ABBV,NYSE,02.01.2020,11:33:00,89.294,89.294,89.160,89.190,22067
ABBV,NYSE,02.01.2020,11:34:00,89.190,89.190,89.130,89.140,14821
ABBV,NYSE,02.01.2020,11:35:00,89.145,89.155,89.020,89.050,9804
ABBV,NYSE,02.01.2020,11:36:00,89.046,89.046,89.010,89.020,5026
ABBV,NYSE,02.01.2020,11:37:00,89.030,89.040,89.010,89.015,6197
ABBV,NYSE,02.01.2020,11:38:00,89.020,89.070,89.010,89.070,8450
ABBV,NYSE,02.01.2020,11:39:00,89.070,89.118,89.065,89.110,3780
ABBV,NYSE,02.01.2020,11:40:00,89.115,89.159,89.109,89.150,6426
ABBV,NYSE,02.01.2020,11:41:00,89.150,89.160,89.100,89.120,4711
ABBV,NYSE,02.01.2020,11:42:00,89.120,89.140,89.102,89.102,4480
ABBV,NYSE,02.01.2020,11:43:00,89.120,89.120,89.030,89.040,2594
ABBV,NYSE,02.01.2020,11:44:00,89.040,89.070,89.037,89.060,6876
ABBV,NYSE,02.01.2020,11:45:00,89.054,89.080,89.035,89.065,4629
ABBV,NYSE,02.01.2020,11:46:00,89.068,89.080,89.030,89.080,12389
ABBV,NYSE,02.01.2020,11:47:00,89.070,89.120,89.070,89.090,6991
ABBV,NYSE,02.01.2020,11:48:00,89.070,89.080,89.040,89.080,4225
ABBV,NYSE,02.01.2020,11:49:00,89.065,89.100,89.050,89.080,2155
ABBV,NYSE,02.01.2020,11:50:00,89.063,89.080,89.030,89.030,3840
ABBV,NYSE,02.01.2020,11:51:00,89.040,89.080,89.040,89.050,5409
ABBV,NYSE,02.01.2020,11:52:00,89.070,89.130,89.070,89.110,9165
ABBV,NYSE,02.01.2020,11:53:00,89.120,89.125,89.110,89.120,7652
ABBV,NYSE,02.01.2020,11:54:00,89.130,89.179,89.130,89.179,3889
ABBV,NYSE,02.01.2020,11:55:00,89.185,89.210,89.170,89.210,14426
ABBV,NYSE,02.01.2020,11:56:00,89.200,89.205,89.140,89.170,5448
ABBV,NYSE,02.01.2020,11:57:00,89.165,89.200,89.155,89.176,5207
ABBV,NYSE,02.01.2020,11:58:00,89.180,89.180,89.100,89.120,7118
ABBV,NYSE,02.01.2020,11:59:00,89.122,89.150,89.110,89.131,7914
ABBV,NYSE,02.01.2020,12:00:00,89.140,89.170,89.140,89.140,7681
ABBV,NYSE,02.01.2020,12:01:00,89.140,89.170,89.110,89.170,3174
ABBV,NYSE,02.01.2020,12:02:00,89.150,89.170,89.110,89.110,3932
ABBV,NYSE,02.01.2020,12:03:00,89.108,89.140,89.090,89.090,6799
ABBV,NYSE,02.01.2020,12:04:00,89.090,89.120,89.080,89.110,7965
ABBV,NYSE,02.01.2020,12:05:00,89.100,89.140,89.080,89.090,13948
ABBV,NYSE,02.01.2020,12:06:00,89.088,89.120,89.070,89.110,6797
ABBV,NYSE,02.01.2020,12:07:00,89.110,89.120,89.090,89.120,3084
ABBV,NYSE,02.01.2020,12:08:00,89.120,89.150,89.100,89.140,3789
ABBV,NYSE,02.01.2020,12:09:00,89.150,89.150,89.115,89.143,1935
ABBV,NYSE,02.01.2020,12:10:00,89.145,89.145,89.120,89.130,7951
ABBV,NYSE,02.01.2020,12:11:00,89.120,89.130,89.110,89.130,2492
ABBV,NYSE,02.01.2020,12:12:00,89.136,89.140,89.085,89.090,7827
ABBV,NYSE,02.01.2020,12:13:00,89.090,89.095,89.075,89.095,2177
ABBV,NYSE,02.01.2020,12:14:00,89.094,89.150,89.086,89.140,6735
ABBV,NYSE,02.01.2020,12:15:00,89.150,89.150,89.120,89.120,5882
ABBV,NYSE,02.01.2020,12:16:00,89.123,89.130,89.064,89.090,8530
ABBV,NYSE,02.01.2020,12:17:00,89.085,89.110,89.050,89.080,33377
ABBV,NYSE,02.01.2020,12:18:00,89.080,89.100,89.080,89.090,4761
ABBV,NYSE,02.01.2020,12:19:00,89.090,89.101,89.090,89.090,1711
ABBV,NYSE,02.01.2020,12:20:00,89.090,89.130,89.090,89.128,6539
ABBV,NYSE,02.01.2020,12:21:00,89.120,89.130,89.095,89.100,8284
ABBV,NYSE,02.01.2020,12:22:00,89.090,89.120,89.090,89.120,6175
ABBV,NYSE,02.01.2020,12:23:00,89.119,89.140,89.119,89.120,5712
ABBV,NYSE,02.01.2020,12:24:00,89.115,89.183,89.115,89.183,15294
ABBV,NYSE,02.01.2020,12:25:00,89.190,89.220,89.190,89.210,6527
ABBV,NYSE,02.01.2020,12:26:00,89.190,89.190,89.160,89.180,4683
ABBV,NYSE,02.01.2020,12:27:00,89.180,89.200,89.160,89.160,2301
ABBV,NYSE,02.01.2020,12:28:00,89.150,89.170,89.140,89.160,2788
ABBV,NYSE,02.01.2020,12:29:00,89.160,89.160,89.137,89.140,1873
ABBV,NYSE,02.01.2020,12:30:00,89.130,89.160,89.130,89.150,3043
ABBV,NYSE,02.01.2020,12:31:00,89.141,89.150,89.110,89.110,4286
ABBV,NYSE,02.01.2020,12:32:00,89.123,89.130,89.080,89.080,2147
ABBV,NYSE,02.01.2020,12:33:00,89.090,89.100,89.085,89.094,2713
ABBV,NYSE,02.01.2020,12:34:00,89.100,89.103,89.075,89.080,3951
ABBV,NYSE,02.01.2020,12:35:00,89.080,89.090,89.060,89.070,6859
ABBV,NYSE,02.01.2020,12:36:00,89.065,89.065,89.030,89.045,6218
ABBV,NYSE,02.01.2020,12:37:00,89.038,89.038,89.010,89.015,2420
ABBV,NYSE,02.01.2020,12:38:00,89.020,89.030,89.010,89.030,3531
ABBV,NYSE,02.01.2020,12:39:00,89.025,89.060,89.010,89.060,7556
ABBV,NYSE,02.01.2020,12:40:00,89.050,89.090,89.030,89.080,5869
ABBV,NYSE,02.01.2020,12:41:00,89.071,89.088,89.070,89.088,2100
ABBV,NYSE,02.01.2020,12:42:00,89.080,89.110,89.080,89.090,8717
ABBV,NYSE,02.01.2020,12:43:00,89.093,89.093,89.070,89.080,4585
ABBV,NYSE,02.01.2020,12:44:00,89.080,89.080,89.060,89.070,2980
ABBV,NYSE,02.01.2020,12:45:00,89.066,89.070,89.050,89.050,3009
ABBV,NYSE,02.01.2020,12:46:00,89.040,89.055,89.020,89.040,3832
ABBV,NYSE,02.01.2020,12:47:00,89.045,89.045,89.034,89.040,8307
ABBV,NYSE,02.01.2020,12:48:00,89.040,89.085,89.030,89.085,12896
ABBV,NYSE,02.01.2020,12:49:00,89.070,89.080,89.061,89.070,1537
ABBV,NYSE,02.01.2020,12:50:00,89.080,89.120,89.080,89.100,10395
ABBV,NYSE,02.01.2020,12:51:00,89.090,89.090,89.040,89.040,2770
ABBV,NYSE,02.01.2020,12:52:00,89.043,89.060,89.040,89.050,5067
ABBV,NYSE,02.01.2020,12:53:00,89.050,89.050,89.040,89.046,2564
ABBV,NYSE,02.01.2020,12:54:00,89.050,89.050,89.020,89.020,6342
ABBV,NYSE,02.01.2020,12:55:00,89.015,89.020,89.005,89.020,2935
ABBV,NYSE,02.01.2020,12:56:00,89.020,89.030,89.020,89.030,2300
ABBV,NYSE,02.01.2020,12:57:00,89.040,89.040,89.020,89.040,6793
ABBV,NYSE,02.01.2020,12:58:00,89.035,89.035,89.020,89.030,2700
ABBV,NYSE,02.01.2020,12:59:00,89.040,89.040,89.035,89.037,1200
ABBV,NYSE,02.01.2020,13:00:00,89.035,89.100,89.030,89.100,6562
ABBV,NYSE,02.01.2020,13:01:00,89.095,89.100,89.040,89.043,7809
ABBV,NYSE,02.01.2020,13:02:00,89.045,89.065,89.045,89.056,2098
ABBV,NYSE,02.01.2020,13:03:00,89.060,89.060,89.035,89.040,4265
ABBV,NYSE,02.01.2020,13:04:00,89.040,89.050,89.040,89.040,2506
ABBV,NYSE,02.01.2020,13:05:00,89.043,89.045,89.010,89.030,8883
ABBV,NYSE,02.01.2020,13:06:00,89.040,89.050,89.020,89.050,1538
ABBV,NYSE,02.01.2020,13:07:00,89.050,89.056,89.045,89.048,15908
ABBV,NYSE,02.01.2020,13:08:00,89.045,89.080,89.045,89.070,8580
ABBV,NYSE,02.01.2020,13:09:00,89.065,89.070,89.010,89.020,14767
ABBV,NYSE,02.01.2020,13:10:00,89.030,89.065,89.030,89.065,6178
ABBV,NYSE,02.01.2020,13:11:00,89.060,89.060,89.030,89.030,6201
ABBV,NYSE,02.01.2020,13:12:00,89.030,89.030,89.010,89.030,5716
ABBV,NYSE,02.01.2020,13:13:00,89.025,89.038,89.020,89.038,4052
ABBV,NYSE,02.01.2020,13:14:00,89.037,89.040,89.019,89.020,10710
ABBV,NYSE,02.01.2020,13:15:00,89.030,89.060,89.025,89.053,3269
ABBV,NYSE,02.01.2020,13:16:00,89.060,89.070,89.037,89.070,6324
ABBV,NYSE,02.01.2020,13:17:00,89.070,89.070,89.050,89.050,2126
ABBV,NYSE,02.01.2020,13:18:00,89.060,89.070,89.040,89.070,2452
ABBV,NYSE,02.01.2020,13:19:00,89.070,89.110,89.070,89.100,7160
ABBV,NYSE,02.01.2020,13:20:00,89.100,89.100,89.080,89.082,9046
ABBV,NYSE,02.01.2020,13:21:00,89.080,89.080,89.050,89.080,7130
ABBV,NYSE,02.01.2020,13:22:00,89.080,89.100,89.080,89.090,4785
ABBV,NYSE,02.01.2020,13:23:00,89.080,89.090,89.070,89.070,3063
ABBV,NYSE,02.01.2020,13:24:00,89.070,89.070,89.050,89.070,2929
ABBV,NYSE,02.01.2020,13:25:00,89.060,89.060,89.041,89.060,2480
ABBV,NYSE,02.01.2020,13:26:00,89.045,89.060,89.032,89.032,4041
ABBV,NYSE,02.01.2020,13:27:00,89.040,89.040,89.030,89.040,1500
ABBV,NYSE,02.01.2020,13:28:00,89.040,89.060,89.040,89.060,8636
ABBV,NYSE,02.01.2020,13:29:00,89.055,89.060,89.040,89.060,3944
ABBV,NYSE,02.01.2020,13:30:00,89.059,89.080,89.050,89.050,14321
ABBV,NYSE,02.01.2020,13:31:00,89.050,89.080,89.050,89.060,3571
ABBV,NYSE,02.01.2020,13:32:00,89.060,89.060,89.050,89.050,2953
ABBV,NYSE,02.01.2020,13:33:00,89.050,89.070,89.040,89.070,6222
ABBV,NYSE,02.01.2020,13:34:00,89.060,89.090,89.058,89.080,5116
ABBV,NYSE,02.01.2020,13:35:00,89.080,89.080,89.044,89.044,3195
ABBV,NYSE,02.01.2020,13:36:00,89.050,89.060,89.040,89.045,1645
ABBV,NYSE,02.01.2020,13:37:00,89.050,89.060,89.045,89.060,4207
ABBV,NYSE,02.01.2020,13:38:00,89.060,89.090,89.060,89.085,2000
ABBV,NYSE,02.01.2020,13:39:00,89.080,89.090,89.040,89.090,10666
ABBV,NYSE,02.01.2020,13:40:00,89.090,89.110,89.080,89.085,17734
ABBV,NYSE,02.01.2020,13:41:00,89.080,89.090,89.070,89.085,5952
ABBV,NYSE,02.01.2020,13:42:00,89.084,89.084,89.040,89.061,3465
ABBV,NYSE,02.01.2020,13:43:00,89.050,89.050,89.025,89.035,3928
ABBV,NYSE,02.01.2020,13:44:00,89.040,89.040,89.010,89.020,8478
ABBV,NYSE,02.01.2020,13:45:00,89.025,89.030,89.010,89.020,4430
ABBV,NYSE,02.01.2020,13:46:00,89.030,89.040,89.025,89.040,4200
ABBV,NYSE,02.01.2020,13:47:00,89.040,89.040,89.020,89.034,1012
ABBV,NYSE,02.01.2020,13:48:00,89.030,89.060,89.030,89.060,6549
ABBV,NYSE,02.01.2020,13:49:00,89.055,89.090,89.050,89.080,9022
ABBV,NYSE,02.01.2020,13:50:00,89.080,89.110,89.077,89.100,5827
ABBV,NYSE,02.01.2020,13:51:00,89.100,89.100,89.055,89.060,7106
ABBV,NYSE,02.01.2020,13:52:00,89.050,89.080,89.040,89.060,12254
ABBV,NYSE,02.01.2020,13:53:00,89.040,89.054,89.030,89.037,7359
ABBV,NYSE,02.01.2020,13:54:00,89.030,89.045,89.020,89.020,6843
ABBV,NYSE,02.01.2020,13:55:00,89.020,89.020,89.000,89.000,4384
ABBV,NYSE,02.01.2020,13:56:00,89.010,89.020,89.000,89.015,6392
ABBV,NYSE,02.01.2020,13:57:00,89.010,89.030,89.010,89.020,2740
ABBV,NYSE,02.01.2020,13:58:00,89.020,89.055,89.020,89.055,4859
ABBV,NYSE,02.01.2020,13:59:00,89.045,89.055,89.040,89.045,3264
ABBV,NYSE,02.01.2020,14:00:00,89.050,89.055,89.040,89.045,9123
ABBV,NYSE,02.01.2020,14:01:00,89.050,89.050,89.030,89.050,10661
ABBV,NYSE,02.01.2020,14:02:00,89.050,89.050,89.035,89.040,4528
ABBV,NYSE,02.01.2020,14:03:00,89.040,89.050,89.030,89.038,5168
ABBV,NYSE,02.01.2020,14:04:00,89.040,89.055,89.035,89.045,7997
ABBV,NYSE,02.01.2020,14:05:00,89.050,89.050,89.030,89.040,6159
ABBV,NYSE,02.01.2020,14:06:00,89.050,89.050,89.025,89.030,7260
ABBV,NYSE,02.01.2020,14:07:00,89.030,89.050,89.020,89.040,4022
ABBV,NYSE,02.01.2020,14:08:00,89.050,89.060,89.045,89.050,3360
ABBV,NYSE,02.01.2020,14:09:00,89.050,89.055,89.030,89.030,9459
ABBV,NYSE,02.01.2020,14:10:00,89.030,89.040,89.020,89.040,5212
ABBV,NYSE,02.01.2020,14:11:00,89.040,89.040,89.030,89.030,4680
ABBV,NYSE,02.01.2020,14:12:00,89.031,89.080,89.031,89.080,21086
ABBV,NYSE,02.01.2020,14:13:00,89.090,89.105,89.064,89.070,8805
ABBV,NYSE,02.01.2020,14:14:00,89.068,89.068,89.030,89.049,4806
ABBV,NYSE,02.01.2020,14:15:00,89.045,89.060,89.040,89.060,3645
ABBV,NYSE,02.01.2020,14:16:00,89.060,89.065,89.040,89.060,10400
ABBV,NYSE,02.01.2020,14:17:00,89.050,89.060,89.030,89.030,3748
ABBV,NYSE,02.01.2020,14:18:00,89.030,89.039,89.020,89.020,7190
ABBV,NYSE,02.01.2020,14:19:00,89.020,89.030,89.000,89.030,9661
ABBV,NYSE,02.01.2020,14:20:00,89.030,89.070,89.030,89.064,8802
ABBV,NYSE,02.01.2020,14:21:00,89.070,89.100,89.050,89.100,14382
ABBV,NYSE,02.01.2020,14:22:00,89.090,89.100,89.070,89.080,6932
ABBV,NYSE,02.01.2020,14:23:00,89.075,89.080,89.050,89.050,5760
ABBV,NYSE,02.01.2020,14:24:00,89.050,89.070,89.050,89.070,1825
ABBV,NYSE,02.01.2020,14:25:00,89.070,89.084,89.070,89.075,4166
ABBV,NYSE,02.01.2020,14:26:00,89.080,89.080,89.055,89.060,3550
ABBV,NYSE,02.01.2020,14:27:00,89.051,89.060,89.045,89.055,4385
ABBV,NYSE,02.01.2020,14:28:00,89.060,89.060,89.050,89.060,3357
ABBV,NYSE,02.01.2020,14:29:00,89.060,89.070,89.060,89.060,5403
ABBV,NYSE,02.01.2020,14:30:00,89.060,89.070,89.040,89.040,8450
ABBV,NYSE,02.01.2020,14:31:00,89.041,89.050,89.010,89.011,4178
ABBV,NYSE,02.01.2020,14:32:00,89.010,89.030,89.000,89.025,5862
ABBV,NYSE,02.01.2020,14:33:00,89.020,89.030,89.010,89.020,6509
ABBV,NYSE,02.01.2020,14:34:00,89.020,89.021,89.010,89.020,3637
ABBV,NYSE,02.01.2020,14:35:00,89.025,89.030,89.003,89.020,8585
ABBV,NYSE,02.01.2020,14:36:00,89.020,89.040,89.020,89.040,3553
ABBV,NYSE,02.01.2020,14:37:00,89.030,89.070,89.030,89.060,5437
ABBV,NYSE,02.01.2020,14:38:00,89.060,89.060,89.040,89.050,4120
ABBV,NYSE,02.01.2020,14:39:00,89.045,89.068,89.045,89.050,5702
ABBV,NYSE,02.01.2020,14:40:00,89.045,89.060,89.040,89.050,4857
ABBV,NYSE,02.01.2020,14:41:00,89.050,89.090,89.040,89.050,8821
ABBV,NYSE,02.01.2020,14:42:00,89.060,89.085,89.060,89.075,3072
ABBV,NYSE,02.01.2020,14:43:00,89.080,89.140,89.071,89.135,13856
ABBV,NYSE,02.01.2020,14:44:00,89.140,89.140,89.115,89.120,7292
ABBV,NYSE,02.01.2020,14:45:00,89.130,89.150,89.120,89.125,9485
ABBV,NYSE,02.01.2020,14:46:00,89.130,89.140,89.115,89.120,7277
ABBV,NYSE,02.01.2020,14:47:00,89.111,89.115,89.090,89.099,6383
ABBV,NYSE,02.01.2020,14:48:00,89.095,89.105,89.090,89.090,6394
ABBV,NYSE,02.01.2020,14:49:00,89.090,89.100,89.085,89.090,9198
ABBV,NYSE,02.01.2020,14:50:00,89.100,89.110,89.090,89.095,7400
ABBV,NYSE,02.01.2020,14:51:00,89.095,89.100,89.080,89.090,3943
ABBV,NYSE,02.01.2020,14:52:00,89.100,89.100,89.090,89.090,2561
ABBV,NYSE,02.01.2020,14:53:00,89.090,89.100,89.080,89.090,3013
ABBV,NYSE,02.01.2020,14:54:00,89.092,89.100,89.080,89.090,8579
ABBV,NYSE,02.01.2020,14:55:00,89.100,89.100,89.080,89.090,5367
ABBV,NYSE,02.01.2020,14:56:00,89.090,89.100,89.090,89.095,5447
ABBV,NYSE,02.01.2020,14:57:00,89.100,89.100,89.090,89.100,3522
ABBV,NYSE,02.01.2020,14:58:00,89.100,89.100,89.090,89.100,2911
ABBV,NYSE,02.01.2020,14:59:00,89.100,89.100,89.070,89.071,8582
ABBV,NYSE,02.01.2020,15:00:00,89.080,89.095,89.075,89.095,4188
ABBV,NYSE,02.01.2020,15:01:00,89.100,89.110,89.090,89.090,7136
ABBV,NYSE,02.01.2020,15:02:00,89.086,89.094,89.080,89.080,4128
ABBV,NYSE,02.01.2020,15:03:00,89.073,89.085,89.070,89.070,5379
ABBV,NYSE,02.01.2020,15:04:00,89.080,89.080,89.060,89.067,10375
ABBV,NYSE,02.01.2020,15:05:00,89.060,89.080,89.055,89.070,8285
ABBV,NYSE,02.01.2020,15:06:00,89.075,89.080,89.070,89.080,3539
ABBV,NYSE,02.01.2020,15:07:00,89.080,89.090,89.060,89.070,16495
ABBV,NYSE,02.01.2020,15:08:00,89.080,89.080,89.073,89.080,3893
ABBV,NYSE,02.01.2020,15:09:00,89.075,89.075,89.060,89.060,5576
ABBV,NYSE,02.01.2020,15:10:00,89.060,89.060,89.040,89.049,3302
ABBV,NYSE,02.01.2020,15:11:00,89.042,89.105,89.042,89.090,10677
ABBV,NYSE,02.01.2020,15:12:00,89.090,89.105,89.090,89.100,15912
ABBV,NYSE,02.01.2020,15:13:00,89.090,89.110,89.090,89.100,41779
ABBV,NYSE,02.01.2020,15:14:00,89.100,89.100,89.075,89.079,5356
ABBV,NYSE,02.01.2020,15:15:00,89.080,89.100,89.070,89.090,5035
ABBV,NYSE,02.01.2020,15:16:00,89.095,89.095,89.060,89.090,8154
ABBV,NYSE,02.01.2020,15:17:00,89.090,89.090,89.075,89.080,1669
ABBV,NYSE,02.01.2020,15:18:00,89.080,89.090,89.080,89.085,2820
ABBV,NYSE,02.01.2020,15:19:00,89.090,89.090,89.065,89.065,5447
ABBV,NYSE,02.01.2020,15:20:00,89.060,89.060,89.000,89.030,25273
ABBV,NYSE,02.01.2020,15:21:00,89.040,89.055,89.025,89.030,4994
ABBV,NYSE,02.01.2020,15:22:00,89.035,89.070,89.034,89.070,3266
ABBV,NYSE,02.01.2020,15:23:00,89.065,89.075,89.060,89.060,4738
ABBV,NYSE,02.01.2020,15:24:00,89.063,89.063,89.041,89.050,2901
ABBV,NYSE,02.01.2020,15:25:00,89.040,89.040,89.025,89.040,3063
ABBV,NYSE,02.01.2020,15:26:00,89.035,89.040,89.025,89.035,2703
ABBV,NYSE,02.01.2020,15:27:00,89.040,89.060,89.040,89.055,4083
ABBV,NYSE,02.01.2020,15:28:00,89.050,89.050,89.025,89.046,4140
ABBV,NYSE,02.01.2020,15:29:00,89.047,89.066,89.040,89.060,4724
ABBV,NYSE,02.01.2020,15:30:00,89.060,89.080,89.045,89.075,14806
ABBV,NYSE,02.01.2020,15:31:00,89.075,89.100,89.075,89.100,7814
ABBV,NYSE,02.01.2020,15:32:00,89.095,89.110,89.060,89.080,9019
ABBV,NYSE,02.01.2020,15:33:00,89.070,89.100,89.070,89.095,3602
ABBV,NYSE,02.01.2020,15:34:00,89.100,89.120,89.100,89.109,9906
ABBV,NYSE,02.01.2020,15:35:00,89.110,89.110,89.090,89.105,4336
ABBV,NYSE,02.01.2020,15:36:00,89.105,89.180,89.100,89.160,13951
ABBV,NYSE,02.01.2020,15:37:00,89.160,89.180,89.145,89.180,8967
ABBV,NYSE,02.01.2020,15:38:00,89.175,89.200,89.175,89.190,5264
ABBV,NYSE,02.01.2020,15:39:00,89.195,89.240,89.195,89.240,12386
ABBV,NYSE,02.01.2020,15:40:00,89.240,89.245,89.200,89.229,9061
ABBV,NYSE,02.01.2020,15:41:00,89.230,89.280,89.230,89.280,5389
ABBV,NYSE,02.01.2020,15:42:00,89.270,89.320,89.250,89.305,21706
ABBV,NYSE,02.01.2020,15:43:00,89.305,89.305,89.270,89.280,12308
ABBV,NYSE,02.01.2020,15:44:00,89.275,89.290,89.270,89.290,5715
ABBV,NYSE,02.01.2020,15:45:00,89.295,89.330,89.290,89.305,13733
ABBV,NYSE,02.01.2020,15:46:00,89.310,89.310,89.275,89.300,14889
ABBV,NYSE,02.01.2020,15:47:00,89.295,89.350,89.290,89.315,11769
ABBV,NYSE,02.01.2020,15:48:00,89.310,89.330,89.310,89.330,10154
ABBV,NYSE,02.01.2020,15:49:00,89.330,89.330,89.273,89.273,11742
ABBV,NYSE,02.01.2020,15:50:00,89.280,89.310,89.250,89.300,19617
ABBV,NYSE,02.01.2020,15:51:00,89.310,89.370,89.310,89.345,41259
ABBV,NYSE,02.01.2020,15:52:00,89.345,89.380,89.340,89.380,13949
ABBV,NYSE,02.01.2020,15:53:00,89.380,89.380,89.340,89.365,15493
ABBV,NYSE,02.01.2020,15:54:00,89.370,89.370,89.310,89.340,20751
ABBV,NYSE,02.01.2020,15:55:00,89.350,89.390,89.330,89.390,33614
